STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
48,439,123700,4,1433,+32.730496,-097.352177
48,439,123700,5,21,+32.727937,-097.345452
48,439,980000,1,14,+32.923134,-097.093629
48,441,010100,1,1416,+32.464624,-099.699500
48,441,010100,2,2368,+32.466463,-099.709743
48,441,010100,3,1225,+32.479593,-099.714129
48,441,010100,4,1452,+32.470111,-099.714549
48,441,010200,1,1475,+32.483607,-099.729652
48,441,010200,2,1280,+32.478070,-099.733924
48,441,010300,1,778,+32.484500,-099.743282
48,441,010300,2,1319,+32.482796,-099.755004
48,441,010400,1,1045,+32.474477,-099.743658
48,441,010400,2,957,+32.474014,-099.754829
48,441,010500,1,813,+32.476137,-099.769359
48,441,010500,2,1577,+32.472433,-099.767107
48,441,010500,3,945,+32.476917,-099.761992
48,441,010600,1,1316,+32.466735,-099.761254
48,441,010600,2,1692,+32.466062,-099.768818
48,441,010600,3,982,+32.466239,-099.775975
48,441,010700,1,1093,+32.465430,-099.743515
48,441,010700,2,850,+32.465236,-099.748630
48,441,010700,3,1621,+32.465873,-099.754473
48,441,010800,1,845,+32.464524,-099.728087
48,441,010800,2,736,+32.465365,-099.737587
48,441,010900,1,755,+32.445794,-099.711724
48,441,010900,2,1134,+32.455927,-099.711672
48,441,010900,3,1018,+32.452274,-099.708083
48,441,010900,4,623,+32.456774,-099.702527
48,441,010900,5,634,+32.452129,-099.699865
48,441,010900,6,1893,+32.441213,-099.698905
48,441,011000,1,1116,+32.456486,-099.734646
48,441,011200,1,1009,+32.457755,-099.745562
48,441,011200,2,643,+32.453180,-099.745651
48,441,011200,3,993,+32.456245,-099.753704
48,441,011300,1,1015,+32.455414,-099.760651
48,441,011300,2,715,+32.458282,-099.767087
48,441,011300,3,901,+32.457768,-099.774858
48,441,011300,4,758,+32.455694,-099.781833
48,441,011300,5,704,+32.459765,-099.781717
48,441,011400,1,1249,+32.446858,-099.774127
48,441,011400,2,1340,+32.438370,-099.776124
48,441,011400,3,1324,+32.437904,-099.783176
48,441,011400,4,752,+32.444833,-099.783273
48,441,011500,1,1058,+32.446884,-099.763124
48,441,011500,2,835,+32.438064,-099.761649
48,441,011500,3,991,+32.438404,-099.767304
48,441,011600,1,636,+32.441314,-099.748190
48,441,011600,2,615,+32.437420,-099.748674
48,441,011600,3,638,+32.433947,-099.748345
48,441,011600,4,674,+32.436218,-099.756330
48,441,011700,1,1553,+32.446454,-099.750336
48,441,011700,2,640,+32.444806,-099.737993
48,441,011900,1,1176,+32.436519,-099.734433
48,441,011900,2,884,+32.437256,-099.740897
48,441,012000,1,1072,+32.426504,-099.712776
48,441,012000,2,997,+32.427423,-099.700374
48,441,012100,1,341,+32.418580,-099.720762
48,441,012200,1,1191,+32.416043,-099.733054
48,441,012200,2,745,+32.428530,-099.735366
48,441,012200,3,847,+32.426567,-099.741026
48,441,012300,1,1005,+32.424122,-099.745526
48,441,012300,2,1718,+32.428781,-099.753148
48,441,012300,3,1693,+32.421092,-099.754178
48,441,012400,1,1147,+32.411471,-099.749105
48,441,012400,2,1463,+32.409521,-099.755112
48,441,012500,1,896,+32.428151,-099.763394
48,441,012500,2,974,+32.421735,-099.763177
48,441,012500,3,1531,+32.413391,-099.766330
48,441,012600,1,1497,+32.426667,-099.775866
48,441,012600,2,1784,+32.419727,-099.772047
48,441,012701,1,1383,+32.378309,-099.753447
48,441,012701,2,1172,+32.377518,-099.767265
48,441,012701,3,1348,+32.388225,-099.772832
48,441,012701,4,793,+32.391263,-099.766662
48,441,012702,1,797,+32.395610,-099.755411
48,441,012702,2,986,+32.387275,-099.751935
48,441,012702,3,1181,+32.385705,-099.761591
48,441,012702,4,795,+32.392060,-099.758409
48,441,012801,1,907,+32.405013,-099.771272
48,441,012801,2,1613,+32.397243,-099.769635
48,441,012801,3,915,+32.401750,-099.769177
48,441,012802,1,2184,+32.413844,-099.792797
48,441,012802,2,799,+32.413434,-099.783217
48,441,012802,3,1043,+32.418860,-099.784877
48,441,012900,1,841,+32.420858,-099.813279
48,441,012900,2,1539,+32.414214,-099.823805
48,441,013000,1,603,+32.419752,-099.839178
48,441,013100,1,990,+32.462282,-099.800919
48,441,013100,2,1065,+32.440032,-099.796009
48,441,013100,3,828,+32.448371,-099.811334
48,441,013100,4,675,+32.435475,-099.789053
48,441,013100,5,949,+32.445921,-099.794719
48,441,013100,6,892,+32.448364,-099.791592
48,441,013100,7,632,+32.460153,-099.790154
48,441,013200,1,890,+32.491895,-099.811572
48,441,013200,2,1072,+32.447350,-099.867696
48,441,013300,1,625,+32.501940,-099.715360
48,441,013300,2,2116,+32.488443,-099.676953
48,441,013300,3,689,+32.497542,-099.741697
48,441,013401,1,1057,+32.428800,-099.799452
48,441,013401,2,1232,+32.427449,-099.790884
48,441,013401,3,1562,+32.421205,-099.801993
48,441,013402,1,1920,+32.363842,-099.763302
48,441,013402,2,3324,+32.365403,-099.788877
48,441,013402,3,1812,+32.356996,-099.779185
48,441,013402,4,2793,+32.368667,-099.798952
48,441,013404,1,1188,+32.366442,-099.649376
48,441,013404,2,2487,+32.337724,-099.693420
48,441,013404,3,1355,+32.405305,-099.703789
48,441,013404,4,2186,+32.349348,-099.721927
48,441,013404,5,4007,+32.386995,-099.713482
48,441,013501,1,1128,+32.149564,-099.770691
48,441,013501,2,1261,+32.218822,-099.935575
48,441,013502,1,2995,+32.237680,-099.762290
48,441,013502,2,623,+32.303101,-099.828798
48,441,013502,3,3414,+32.291141,-099.788099
48,441,013601,1,1180,+32.476883,-100.009253
48,441,013601,2,1819,+32.462671,-100.015642
48,441,013602,1,816,+32.506720,-099.968562
48,441,013602,2,1765,+32.382958,-100.012394
48,441,980000,1,0,+32.411173,-099.684110
48,443,950100,1,760,+30.160108,-102.352197
48,445,950100,1,1165,+33.269556,-102.215904
48,445,950100,2,651,+33.234021,-102.366129
48,445,950100,3,588,+33.028014,-102.376423
48,445,950300,1,804,+33.188937,-102.280257
48,445,950300,2,528,+33.172274,-102.282472
48,445,950300,3,744,+33.161670,-102.282029
48,445,950400,1,1304,+33.191490,-102.269300
48,445,950400,2,856,+33.182575,-102.269047
48,445,950400,3,833,+33.183099,-102.260831
48,445,950400,4,990,+33.175679,-102.268552
48,445,950400,5,1213,+33.172462,-102.261353
48,445,950400,6,1047,+33.170196,-102.252644
48,445,950400,7,1108,+33.176675,-102.247660
48,447,950300,1,708,+33.183974,-099.179765
48,447,950300,2,732,+33.100134,-099.100728
48,449,950100,1,1436,+33.307361,-095.022084
48,449,950100,2,670,+33.360951,-095.103402
48,449,950200,1,1410,+33.199959,-095.080862
48,449,950200,2,1097,+33.091092,-095.089540
48,449,950301,1,1715,+33.221609,-094.967652
48,449,950301,2,2223,+33.236150,-094.920490
48,449,950302,1,1238,+33.123498,-094.992956
48,449,950302,2,769,+33.186241,-095.017086
48,449,950302,3,2059,+33.203758,-094.992908
48,449,950400,1,1860,+33.183338,-094.891684
48,449,950400,2,1379,+33.169941,-094.847236
48,449,950400,3,718,+33.073975,-094.902739
48,449,950400,4,1506,+33.089459,-094.873955
48,449,950500,1,1190,+33.166401,-094.959395
48,449,950500,2,1589,+33.159086,-094.951935
48,449,950600,1,1306,+33.165446,-094.973321
48,449,950600,2,1853,+33.167888,-094.983922
48,449,950600,3,911,+33.161047,-094.979001
48,449,950700,1,518,+33.153150,-094.977053
48,449,950700,2,911,+33.144018,-094.973411
48,449,950800,1,1206,+33.151306,-094.951761
48,449,950800,2,1209,+33.143500,-094.962445
48,449,950800,3,1336,+33.135354,-094.959808
48,449,950800,4,1138,+33.153076,-094.962706
48,451,000100,1,1267,+31.512652,-100.472569
48,451,000100,2,1241,+31.492544,-100.464346
48,451,000200,1,1129,+31.499757,-100.441866
48,451,000200,2,848,+31.494106,-100.452518
48,451,000200,3,1116,+31.500773,-100.453291
48,451,000200,4,1413,+31.512441,-100.452706
48,451,000300,1,1074,+31.476243,-100.419375
48,451,000300,2,1007,+31.485599,-100.429583
48,451,000300,3,2574,+31.482986,-100.397804
48,451,000300,4,1859,+31.490599,-100.399448
48,451,000400,1,696,+31.486674,-100.452179
48,451,000400,2,609,+31.480334,-100.437543
48,451,000400,3,677,+31.475983,-100.435468
48,451,000400,4,639,+31.478569,-100.449853
48,451,000400,5,842,+31.486623,-100.437834
48,451,000400,6,634,+31.472868,-100.441176
48,451,000400,7,1111,+31.486978,-100.445311
48,451,000400,8,530,+31.479109,-100.443808
48,451,000700,1,617,+31.469664,-100.410520
48,451,000700,2,1157,+31.460302,-100.419328
48,451,000700,3,841,+31.463636,-100.410758
48,451,000700,4,857,+31.467722,-100.428632
48,451,000700,5,741,+31.468121,-100.421610
48,451,000801,1,1194,+31.438493,-100.416816
48,451,000801,2,1848,+31.437148,-100.423514
48,451,000801,3,1661,+31.415606,-100.400829
48,451,000802,1,2338,+31.445833,-100.397752
48,451,000802,2,1348,+31.446845,-100.408089
48,451,000802,3,1056,+31.446354,-100.412600
48,451,000900,1,1626,+31.454987,-100.427461
48,451,000900,2,872,+31.449303,-100.436871
48,451,001000,1,942,+31.452949,-100.449134
48,451,001000,2,664,+31.447436,-100.445832
48,451,001000,3,811,+31.446889,-100.450618
48,451,001000,4,1183,+31.446084,-100.460138
48,451,001000,5,895,+31.447393,-100.469759
48,451,001000,6,665,+31.450314,-100.461500
48,451,001101,1,940,+31.444941,-100.486604
48,451,001101,2,682,+31.443066,-100.492492
48,451,001101,3,787,+31.449918,-100.477898
48,451,001101,4,901,+31.454946,-100.481984
48,451,001101,5,2668,+31.440298,-100.511754
48,451,001102,1,690,+31.463875,-100.456844
48,451,001102,2,917,+31.457222,-100.457826
48,451,001102,3,659,+31.462058,-100.461763
48,451,001102,4,715,+31.460243,-100.465954
48,451,001102,5,688,+31.459005,-100.471762
48,451,001102,6,1066,+31.453336,-100.470458
48,451,001200,1,1119,+31.475742,-100.477525
48,451,001200,2,858,+31.475603,-100.473307
48,451,001200,3,793,+31.470769,-100.472856
48,451,001200,4,771,+31.466326,-100.467649
48,451,001200,5,1518,+31.467546,-100.477156
48,451,001200,6,1255,+31.459541,-100.479230
48,451,001200,7,1243,+31.462632,-100.482969
48,451,001301,1,880,+31.430752,-100.466797
48,451,001301,2,1038,+31.438746,-100.469369
48,451,001301,3,824,+31.434749,-100.473308
48,451,001301,4,850,+31.441451,-100.478745
48,451,001301,5,910,+31.438502,-100.483800
48,451,001301,6,1949,+31.436742,-100.458700
48,451,001303,1,894,+31.433595,-100.488302
48,451,001303,2,896,+31.428155,-100.490986
48,451,001303,3,857,+31.430476,-100.497755
48,451,001303,4,1090,+31.428399,-100.483235
48,451,001303,5,738,+31.423613,-100.486602
48,451,001304,1,750,+31.425789,-100.474716
48,451,001304,2,910,+31.420379,-100.478036
48,451,001304,3,895,+31.422904,-100.468860
48,451,001304,4,667,+31.423122,-100.478987
48,451,001401,1,862,+31.424963,-100.437524
48,451,001401,2,1598,+31.419920,-100.456977
48,451,001401,3,1372,+31.414942,-100.454865
48,451,001402,1,880,+31.437534,-100.438729
48,451,001402,2,901,+31.433385,-100.444877
48,451,001500,1,1776,+31.431659,-100.407350
48,451,001600,1,1042,+31.578119,-100.395598
48,451,001600,2,1001,+31.570411,-100.271662
48,451,001600,3,1363,+31.474309,-100.273382
48,451,001600,4,2247,+31.361207,-100.303550
48,451,001702,1,1573,+31.590175,-100.548840
48,451,001702,2,1003,+31.567657,-100.543167
48,451,001702,3,1018,+31.559821,-100.554206
48,451,001706,1,2089,+31.416867,-100.493793
48,451,001706,2,1687,+31.413996,-100.483397
48,451,001707,1,2766,+31.408292,-100.495279
48,451,001707,2,3191,+31.418145,-100.507144
48,451,001707,3,1253,+31.423581,-100.506479
48,451,001708,1,2737,+31.403650,-100.471261
48,451,001708,2,862,+31.383830,-100.494590
48,451,001708,3,1179,+31.388640,-100.447351
48,451,001708,4,2245,+31.350236,-100.470604
48,451,001709,1,1530,+31.519780,-100.491958
48,451,001709,2,1599,+31.612219,-100.616032
48,451,001709,3,2095,+31.552485,-100.618366
48,451,001710,1,901,+31.204797,-100.482644
48,451,001710,2,2283,+31.396180,-100.542974
48,451,001710,3,1377,+31.250451,-100.568198
48,451,001800,1,940,+31.463137,-100.439696
48,451,001800,2,684,+31.478747,-100.462165
48,451,001800,3,940,+31.473031,-100.452364
48,451,980000,1,9,+31.354956,-100.498281
48,453,000101,1,907,+30.323754,-097.749090
48,453,000101,2,1440,+30.327914,-097.755715
48,453,000101,3,459,+30.313176,-097.750875
48,453,000101,4,1663,+30.314050,-097.755031
48,453,000102,1,1768,+30.332813,-097.767997
48,453,000102,2,829,+30.321187,-097.767098
48,453,000203,1,671,+30.308066,-097.737985
48,453,000203,2,1866,+30.314225,-097.733962
48,453,000204,1,1226,+30.299317,-097.743136
48,453,000204,2,1133,+30.313113,-097.745390
48,453,000204,3,808,+30.309587,-097.744100
48,453,000205,1,1052,+30.330192,-097.736413
48,453,000205,2,1241,+30.324043,-097.737255
48,453,000205,3,450,+30.320258,-097.731460
48,453,000205,4,1443,+30.324848,-097.731039
48,453,000206,1,1167,+30.319955,-097.743414
48,453,000206,2,851,+30.331430,-097.744432
48,453,000206,3,1183,+30.326837,-097.741668
48,453,000302,1,952,+30.299157,-097.720016
48,453,000302,2,1048,+30.303986,-097.723748
48,453,000302,3,1222,+30.303407,-097.728835
48,453,000302,4,1010,+30.307755,-097.732143
48,453,000302,5,1013,+30.302958,-097.734891
48,453,000304,1,1363,+30.307455,-097.715293
48,453,000304,2,1705,+30.310141,-097.719844
48,453,000305,1,1383,+30.311737,-097.723710
48,453,000305,2,1042,+30.312244,-097.728587
48,453,000305,3,1348,+30.319437,-097.726354
48,453,000307,1,1841,+30.297150,-097.712419
48,453,000308,1,2698,+30.295844,-097.697057
48,453,000309,1,2077,+30.294946,-097.702660
48,453,000309,2,847,+30.289582,-097.703094
48,453,000309,3,2678,+30.302232,-097.705529
48,453,000401,1,1746,+30.289056,-097.719331
48,453,000401,2,1740,+30.293149,-097.724516
48,453,000401,3,991,+30.288818,-097.728414
48,453,000402,1,1398,+30.287605,-097.713096
48,453,000402,2,1330,+30.283674,-097.709292
48,453,000402,3,897,+30.282493,-097.718987
48,453,000500,1,1407,+30.298731,-097.737405
48,453,000500,2,1067,+30.297519,-097.733324
48,453,000500,3,1050,+30.294007,-097.735154
48,453,000500,4,966,+30.293540,-097.731132
48,453,000601,1,1277,+30.293431,-097.740367
48,453,000601,2,7303,+30.284705,-097.737085
48,453,000605,1,1811,+30.293134,-097.745270
48,453,000605,2,1250,+30.289291,-097.749306
48,453,000605,3,1584,+30.293469,-097.746849
48,453,000606,1,472,+30.294486,-097.743336
48,453,000606,2,1669,+30.291898,-097.743205
48,453,000606,3,1693,+30.289574,-097.746040
48,453,000606,4,1178,+30.288944,-097.743472
48,453,000607,1,1251,+30.286042,-097.749816
48,453,000607,2,1422,+30.286569,-097.746782
48,453,000607,3,1595,+30.284226,-097.746380
48,453,000608,1,2676,+30.286504,-097.743652
48,453,000608,2,2610,+30.284037,-097.744049
48,453,000700,1,1411,+30.280502,-097.744261
48,453,000801,1,1730,+30.266317,-097.702154
48,453,000802,1,1128,+30.278898,-097.705093
48,453,000802,2,743,+30.274449,-097.703279
48,453,000802,3,1459,+30.270723,-097.709751
48,453,000803,1,1587,+30.278761,-097.712730
48,453,000803,2,770,+30.277157,-097.718669
48,453,000803,3,801,+30.274852,-097.725236
48,453,000804,1,1164,+30.269687,-097.717743
48,453,000804,2,1255,+30.270550,-097.724475
48,453,000901,1,869,+30.263900,-097.717521
48,453,000901,2,1850,+30.267275,-097.728807
48,453,000902,1,1508,+30.261098,-097.706078
48,453,000902,2,1751,+30.258881,-097.715081
48,453,000902,3,1282,+30.256595,-097.717228
48,453,000902,4,3262,+30.262191,-097.728452
48,453,001000,1,541,+30.257889,-097.733419
48,453,001000,2,511,+30.256366,-097.728021
48,453,001000,3,885,+30.253847,-097.719974
48,453,001000,4,862,+30.250781,-097.723345
48,453,001000,5,646,+30.253653,-097.731546
48,453,001101,1,1332,+30.268790,-097.737810
48,453,001101,2,926,+30.271913,-097.747229
48,453,001102,1,1821,+30.268690,-097.750629
48,453,001102,2,909,+30.265166,-097.745187
48,453,001102,3,1283,+30.265430,-097.748198
48,453,001103,1,2501,+30.258262,-097.739537
48,453,001103,2,838,+30.264970,-097.740097
48,453,001200,1,761,+30.274787,-097.758233
48,453,001200,2,776,+30.276258,-097.755424
48,453,001200,3,1181,+30.279158,-097.763301
48,453,001200,4,2511,+30.268103,-097.752971
48,453,001200,5,944,+30.271894,-097.759366
48,453,001304,1,1594,+30.243004,-097.774482
48,453,001304,2,976,+30.254403,-097.772357
48,453,001304,3,709,+30.250046,-097.777758
48,453,001304,4,808,+30.249881,-097.771290
48,453,001307,1,1121,+30.232162,-097.771438
48,453,001307,2,619,+30.241818,-097.764984
48,453,001307,3,2003,+30.237259,-097.767822
48,453,001308,1,1333,+30.229188,-097.765250
48,453,001308,2,601,+30.238761,-097.757901
48,453,001308,3,993,+30.233680,-097.761132
48,453,001309,1,1427,+30.263606,-097.760183
48,453,001309,2,1280,+30.258456,-097.767395
48,453,001310,1,1138,+30.258502,-097.760483
48,453,001310,2,1564,+30.254694,-097.765019
48,453,001310,3,787,+30.254606,-097.763085
48,453,001311,1,1656,+30.257513,-097.750735
48,453,001312,1,1636,+30.245991,-097.762431
48,453,001312,2,1668,+30.244486,-097.754803
48,453,001312,3,1271,+30.252855,-097.758022
48,453,001401,1,1052,+30.244687,-097.748211
48,453,001401,2,648,+30.256055,-097.743872
48,453,001401,3,1176,+30.251957,-097.745741
48,453,001402,1,747,+30.246450,-097.738780
48,453,001402,2,730,+30.243289,-097.743301
48,453,001402,3,1075,+30.239080,-097.740997
48,453,001403,1,684,+30.236206,-097.737019
48,453,001403,2,707,+30.242659,-097.732975
48,453,001501,1,1083,+30.353330,-097.736705
48,453,001501,2,1668,+30.343769,-097.748612
48,453,001501,3,1025,+30.355168,-097.742723
48,453,001501,4,1681,+30.342319,-097.742884
48,453,001503,1,1793,+30.319693,-097.719098
48,453,001503,2,553,+30.335767,-097.715217
48,453,001503,3,1347,+30.328454,-097.719563
48,453,001503,4,1109,+30.328533,-097.711852
48,453,001504,1,2586,+30.343393,-097.718682
48,453,001504,2,952,+30.342627,-097.722969
48,453,001504,3,1234,+30.350470,-097.727699
48,453,001504,4,1602,+30.345490,-097.730403
48,453,001505,1,1067,+30.335433,-097.734651
48,453,001505,2,1655,+30.341086,-097.734522
48,453,001505,3,1194,+30.336596,-097.724361
48,453,001505,4,927,+30.331851,-097.726988
48,453,001602,1,1115,+30.285937,-097.772722
48,453,001602,2,1095,+30.282363,-097.770652
48,453,001602,3,874,+30.282618,-097.777938
48,453,001603,1,871,+30.301762,-097.752366
48,453,001603,2,847,+30.304871,-097.755705
48,453,001603,3,726,+30.296973,-097.753268
48,453,001603,4,790,+30.293688,-097.755557
48,453,001603,5,1555,+30.297554,-097.762775
48,453,001604,1,1332,+30.298879,-097.778060
48,453,001604,2,847,+30.308984,-097.767932
48,453,001604,3,1035,+30.302544,-097.771407
48,453,001604,4,933,+30.295140,-097.773037
48,453,001605,1,1530,+30.291082,-097.766590
48,453,001605,2,841,+30.286784,-097.759669
48,453,001605,3,699,+30.280934,-097.754163
48,453,001605,4,819,+30.282026,-097.759229
48,453,001606,1,228,+30.306699,-097.758547
48,453,001910,1,1024,+30.273571,-097.787564
48,453,001910,2,1300,+30.265840,-097.810195
48,453,001910,3,1516,+30.261982,-097.801974
48,453,001910,4,1074,+30.267875,-097.798689
48,453,001911,1,1273,+30.253266,-097.796440
48,453,001911,2,995,+30.258286,-097.790823
48,453,001911,3,680,+30.261262,-097.785844
48,453,001912,1,3256,+30.328002,-097.823508
48,453,001912,2,1129,+30.336596,-097.792844
48,453,001913,1,2461,+30.322016,-097.805124
48,453,001913,2,2548,+30.313369,-097.786576
48,453,001914,1,1165,+30.247436,-097.827026
48,453,001914,2,1070,+30.247826,-097.835325
48,453,001914,3,1381,+30.249713,-097.843582
48,453,001914,4,2117,+30.259355,-097.840609
48,453,001914,5,1072,+30.244521,-097.819683
48,453,001915,1,3404,+30.243565,-097.847502
48,453,001916,1,2442,+30.302383,-097.894951
48,453,001916,2,924,+30.303654,-097.850313
48,453,001917,1,1536,+30.279162,-097.837261
48,453,001917,2,1365,+30.274764,-097.824676
48,453,001917,3,2104,+30.286166,-097.840106
48,453,001918,1,790,+30.300588,-097.804782
48,453,001918,2,741,+30.286005,-097.814061
48,453,001918,3,1078,+30.293201,-097.811672
48,453,001919,1,1458,+30.274805,-097.786084
48,453,001919,2,2309,+30.278702,-097.799870
48,453,001920,1,2333,+30.252127,-097.892725
48,453,001920,2,2560,+30.247492,-097.872632
48,453,001920,3,1979,+30.255899,-097.887498
48,453,001921,1,2215,+30.278451,-097.873651
48,453,001921,2,1481,+30.294410,-097.869585
48,453,001922,1,1187,+30.241107,-097.792500
48,453,001922,2,1137,+30.250717,-097.789826
48,453,001923,1,1552,+30.260547,-097.775693
48,453,001923,2,1722,+30.251159,-097.780962
48,453,002002,1,1900,+30.223775,-097.782772
48,453,002002,2,1075,+30.220867,-097.788929
48,453,002003,1,1424,+30.216851,-097.779850
48,453,002003,2,2581,+30.218883,-097.770215
48,453,002004,1,620,+30.232939,-097.788647
48,453,002004,2,1947,+30.239584,-097.784876
48,453,002004,3,474,+30.235204,-097.789113
48,453,002006,1,1120,+30.231149,-097.779219
48,453,002006,2,1770,+30.234106,-097.776044
48,453,002007,1,770,+30.243730,-097.778984
48,453,002007,2,1501,+30.235731,-097.782264
48,453,002104,1,1506,+30.317107,-097.694831
48,453,002104,2,1201,+30.311350,-097.699177
48,453,002105,1,1338,+30.309380,-097.703937
48,453,002105,2,780,+30.315877,-097.710597
48,453,002105,3,536,+30.317407,-097.701649
48,453,002105,4,1960,+30.318538,-097.704721
48,453,002106,1,1042,+30.310726,-097.688360
48,453,002106,2,956,+30.303657,-097.686931
48,453,002106,3,954,+30.306971,-097.693133
48,453,002107,1,768,+30.291418,-097.685881
48,453,002107,2,756,+30.297158,-097.680869
48,453,002107,3,1050,+30.300863,-097.679210
48,453,002107,4,1107,+30.305965,-097.676903
48,453,002108,1,2698,+30.295684,-097.671361
48,453,002108,2,1138,+30.307944,-097.664317
48,453,002109,1,795,+30.283235,-097.699671
48,453,002109,2,1598,+30.281173,-097.690546
48,453,002109,3,1441,+30.282635,-097.679924
48,453,002110,1,1210,+30.269634,-097.685618
48,453,002110,2,1553,+30.279378,-097.672104
48,453,002110,3,1515,+30.273841,-097.682532
48,453,002111,1,1792,+30.269590,-097.693003
48,453,002111,2,996,+30.256335,-097.694341
48,453,002111,3,2199,+30.259240,-097.681267
48,453,002112,1,1386,+30.318130,-097.687479
48,453,002112,2,2198,+30.319664,-097.681938
48,453,002112,3,1652,+30.310083,-097.679779
48,453,002113,1,1465,+30.315333,-097.667927
48,453,002113,2,951,+30.314043,-097.675087
48,453,002113,3,1068,+30.320007,-097.673772
48,453,002201,1,1331,+30.314861,-097.655058
48,453,002201,2,783,+30.307263,-097.655321
48,453,002211,1,3592,+30.276203,-097.625268
48,453,002213,1,870,+30.294625,-097.645963
48,453,002213,2,2540,+30.287545,-097.643010
48,453,002213,3,1843,+30.287949,-097.637269
48,453,002214,1,864,+30.288959,-097.660222
48,453,002214,2,1262,+30.290164,-097.650813
48,453,002214,3,1498,+30.272173,-097.650190
48,453,002215,1,1563,+30.255352,-097.572633
48,453,002215,2,2619,+30.257999,-097.582503
48,453,002216,1,4196,+30.235849,-097.604667
48,453,002216,2,5937,+30.233568,-097.578605
48,453,002217,1,2809,+30.344233,-097.440352
48,453,002217,2,3158,+30.343553,-097.533243
48,453,002218,1,1120,+30.338073,-097.552214
48,453,002218,2,3453,+30.316393,-097.530674
48,453,002218,3,587,+30.305386,-097.469775
48,453,002219,1,1643,+30.268223,-097.524801
48,453,002219,2,1908,+30.333986,-097.566235
48,453,002219,3,1604,+30.274607,-097.476486
48,453,002219,4,1459,+30.287694,-097.489351
48,453,002220,1,3795,+30.317469,-097.639627
48,453,002221,1,2709,+30.311285,-097.623409
48,453,002222,1,1884,+30.302513,-097.640113
48,453,002222,2,2330,+30.296715,-097.627391
48,453,002304,1,1434,+30.244137,-097.727834
48,453,002304,2,652,+30.247759,-097.732701
48,453,002304,3,2080,+30.240044,-097.722556
48,453,002307,1,1465,+30.223054,-097.739707
48,453,002307,2,1619,+30.223963,-097.743900
48,453,002307,3,878,+30.219040,-097.736293
48,453,002307,4,1363,+30.230010,-097.738716
48,453,002310,1,567,+30.210313,-097.647988
48,453,002310,2,2523,+30.226126,-097.670351
48,453,002313,1,2095,+30.223015,-097.726508
48,453,002313,2,2097,+30.226313,-097.732443
48,453,002314,1,655,+30.230472,-097.724523
48,453,002314,2,781,+30.228139,-097.720347
48,453,002314,3,1631,+30.228650,-097.723429
48,453,002314,4,2165,+30.225015,-097.721414
48,453,002314,5,767,+30.224791,-097.707729
48,453,002315,1,1230,+30.234554,-097.733055
48,453,002315,2,1797,+30.232752,-097.730579
48,453,002316,1,1898,+30.239285,-097.729419
48,453,002316,2,1333,+30.230339,-097.727528
48,453,002316,3,1506,+30.233753,-097.726600
48,453,002319,1,2330,+30.199629,-097.645362
48,453,002320,1,3940,+30.220198,-097.699855
48,453,002321,1,1548,+30.231588,-097.698037
48,453,002321,2,876,+30.234851,-097.690762
48,453,002321,3,2301,+30.226536,-097.694746
48,453,002322,1,1272,+30.225123,-097.759174
48,453,002322,2,739,+30.221575,-097.752860
48,453,002323,1,1146,+30.237592,-097.747157
48,453,002323,2,974,+30.234343,-097.750296
48,453,002323,3,2350,+30.230266,-097.753865
48,453,002324,1,642,+30.235774,-097.719996
48,453,002324,2,441,+30.233021,-097.718249
48,453,002324,3,588,+30.235562,-097.717516
48,453,002325,1,331,+30.231905,-097.710922
48,453,002325,2,988,+30.228002,-097.705484
48,453,002325,3,1905,+30.231649,-097.701771
48,453,002325,4,1128,+30.232572,-097.714456
48,453,002326,1,1307,+30.244322,-097.712731
48,453,002327,1,748,+30.238857,-097.696843
48,453,002327,2,3573,+30.237592,-097.712623
48,453,002327,3,0,+30.238862,-097.706582
48,453,002403,1,1555,+30.213185,-097.763891
48,453,002403,2,1151,+30.207928,-097.766323
48,453,002407,1,3074,+30.122457,-097.813327
48,453,002407,2,3668,+30.147858,-097.804963
48,453,002407,3,3114,+30.137695,-097.808510
48,453,002409,1,1136,+30.210563,-097.791598
48,453,002409,2,1167,+30.203996,-097.798415
48,453,002409,3,1024,+30.203451,-097.794269
48,453,002410,1,1826,+30.208607,-097.785325
48,453,002410,2,1716,+30.201447,-097.788941
48,453,002411,1,1895,+30.206254,-097.749399
48,453,002411,2,1916,+30.198579,-097.755593
48,453,002411,3,1919,+30.196579,-097.749002
48,453,002412,1,1320,+30.190666,-097.747230
48,453,002412,2,1424,+30.185643,-097.749411
48,453,002412,3,2365,+30.191698,-097.754976
48,453,002413,1,1329,+30.196673,-097.742409
48,453,002413,2,1899,+30.200794,-097.738308
48,453,002413,3,965,+30.190565,-097.742719
48,453,002419,1,1932,+30.195757,-097.762493
48,453,002419,2,1398,+30.190383,-097.764409
48,453,002419,3,1509,+30.187082,-097.757161
48,453,002422,1,1899,+30.190811,-097.784447
48,453,002422,2,2213,+30.187146,-097.777571
48,453,002422,3,2006,+30.181637,-097.789559
48,453,002423,1,1613,+30.179678,-097.805503
48,453,002423,2,2162,+30.179621,-097.812989
48,453,002423,3,2682,+30.177976,-097.801516
48,453,002424,1,986,+30.190603,-097.800701
48,453,002424,2,2514,+30.195808,-097.794048
48,453,002430,1,34,+30.171346,-097.750986
48,453,002430,2,90,+30.169781,-097.752293
